,MM_id,Brand,laptop_name,display_info,processor_info,RAM,HDD,grapic_Card,colour,laptop,MM_Artkl_number,Nr_of_reviews,Processor,O_S,Screen_size_(cm / inch),Screen_resolution,Memory _Type,Processor_Brand,Processor_Model,Graphics_card_manufacturer,Connections,WLAN_standards,Bluetooth_version,Dimensions_(B / H / T) / Weight,price
324,M_324,APPLE,APPLE MacBook Pro MR942D/A-140135 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140135 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Space Grau",2458117,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5559,-"
325,M_325,APPLE,APPLE MacBook Pro MR972D/A-140168 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140168 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458611,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 9 5 9 , -"
326,M_326,APPLE,APPLE MacBook Pro MR932D / A-139686 with German keyboard, notebook with 15.4 inch display, Core i7 processor, 16 GB RAM, 2 TB SSD, Radeon Pro 560X, Space Gray,"APPLE MacBook Pro MR932D / A-139686 with German keyboard, notebook with 15.4 inch display, Core i7 processor, 16 GB RAM, 2 TB SSD, Radeon Pro 560X, Space Gray",2457912,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),"SSD, 2 TB",39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4 5 9 9 , -"
327,M_327,APPLE,APPLE MacBook Pro MR962D/A-140007 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-140007 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458352,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"6 9 9 9 , -"
328,M_328,APPLE,APPLE MacBook Pro MR9V2D/A-139671 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, IrisPlus Graphics 655, Silber,"APPLE MacBook Pro MR9V2D/A-139671 mit französischer Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 1 TB SSD, IrisPlus Graphics 655, Silber",2458027,0,"2,7 GHz Quad-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu...",IrisPlus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"3349,-"
329,M_329,APPLE,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 16 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Silber",2298467,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 7 9 , -"
330,M_330,HP,HP ZBook 15u G3, Notebooks mit 15.6 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Schwarz,"HP ZBook 15u G3, Notebooks mit 15.6 Zoll Display, Core? i7 Prozessor, 8 GB RAM, 256 GB SSD, HD Grafik 520, Schwarz",2302198,0,Intel® Core ? i7-6500U processor (up to 3.10 GHz with Intel® Turbo Boost technology ...,Windows 10 Professional,39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core? i7,1.74 GB,nein,null,null,null,"1 7 7 9 , -"
331,M_331,APPLE,APPLE MacBook Pro with German keyboard, notebook with 13.3 inch display, Core i5 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, silver,"APPLE MacBook Pro with German keyboard, notebook with 13.3 inch display, Core i5 processor, 8 GB RAM, 512 GB SSD, Iris Plus Graphics 640, silver",2297812,0,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),macOS Sierra,33.78 cm / 13.3 inches,"2,560 x 1,600 pixels",LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 9 99 , -"
332,M_332,APPLE,APPLE MacBook Pro MR942D/A-140126 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 1 TB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140126 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 1 TB SSD, Radeon Pro 560X, Space Grau",2458108,0,"2,6 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,3 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4259,-"
333,M_333,APPLE,APPLE MacBook Pro MR972D/A-140196 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140196 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458656,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 4 7 9 , -"
334,M_334,APPLE,APPLE MacBook Pro MR962D/A-140011 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-140011 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458363,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5079,-"
335,M_335,APPLE,APPLE MPXR2D, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 128 GB SSD, Iris Plus Grafik 640, Silber,"APPLE MPXR2D, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 8 GB RAM, 128 GB SSD, Iris Plus Grafik 640, Silber",2297884,3,2.3 GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.6 GHz),OS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"1 4 9 9 , -"
336,M_336,TREKSTOR,TREKSTOR Primebook P14B, Notebook mit 14.1 Zoll Display, Celeron® Prozessor, 4 GB RAM, 64 GB Interner Speicher, HD Grafik 500, Silber,"TREKSTOR Primebook P14B, Notebook mit 14.1 Zoll Display, Celeron® Prozessor, 4 GB RAM, 64 GB Interner Speicher, HD Grafik 500, Silber",2368914,3,"Intel® Celeron® N3350 processor (up to 2.40 GHz, 2 MB Intel® Cache)","Internal memory, 64 GB",35.8 cm / 14.1 Zoll,1.920 x 1.080 Pixel,4 GB,Intel®,Celeron®,Intel®,"1x USB-Type-C? 3.1 Gen 1, 1x Micro-HDMI®, 2x USB 3.1 Gen 1, 1x M.2 SSD extension slot, 1x Audio Out/Mic In (3.5 mm Klinke)",IEEE 802.11ac/b/g/n: 2.4 GHz/5 GHz,4.2,332 mm x 14.7 mm x 220 mm / 1380 g,"3 1 9 , -"
337,M_337,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB SSD, Iris Plus Graphics 640, Space Grey",2298206,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 1 0 5 , -"
338,M_338,APPLE,APPLE MacBook Pro MR9U2D/A-139505 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor,null, 1 TB SSD, Iris Plus Graphics 655, Silber,"APPLE MacBook Pro MR9U2D/A-139505 mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i5 Prozessor, 1 TB SSD, Iris Plus Graphics 655, Silber",2458361,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to 3.8 ...,Iris Plus Graphics 655,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -"
339,M_339,LENOVO,LENOVO Legion Y530, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, GeForce GTX 1050 Ti, Schwarz,"LENOVO Legion Y530, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 2 TB HDD, 256 GB SSD, GeForce GTX 1050 Ti, Schwarz",2465053,0,Intel® Core ? i7-8750H processor (up to 4.10 GHz with Intel® Turbo Boost technology),Windows 10 Home,39.6 cm / 15.6 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA,"3x USB 3.1 Typ-A, 1x Audio-Kombi-Anschluss, 1x USB Typ-C, 1x Mini DisplayPort 1.4, 1x HDMI 2.0, 1x LAN",802.11 ac,4.1,365 mm x 23.9 mm x 260 mm / 2.3 kg,"1 2 9 9 , -"
340,M_340,ASUS,ASUS G703GI-E5025T, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 256 GB SSD, GeForce GTX1080, Schwarz/Aluminum,"ASUS G703GI-E5025T, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX1080, Schwarz/Aluminum",2413066,0,Intel® Core ? i7-8750H processor (up to 4.10 GHz with Intel® Turbo Boost technology),"HDD, 1 TB, 5400 rpm.",43.94 cm / 17.3 inches,1.920 x 1.080 Pixel,32 GB,Intel®,Core? i7,NVIDIA,"3x Typ-A 3.1 (Gen.2), 1x Typ-C 3.1 (Gen 2), 1x HDMI 2.0, 1x Typ-C 1.2, 1x mDP 1.3, 1x Headphone out and 1x MIC in, Thunderbolt3.0 via 1x DP/SP","802.11ac (2*2), 802.11n",null,425 mm x 51 mm x 319 mm / 4.7 kg,"3 3 9 9 , -"
341,M_341,APPLE,APPLE MacBook Pro MR972D/A-140162 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 1 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140162 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 1 TB SSD, Radeon Pro 560X, Silber",2458605,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"4119,-"
342,M_342,APPLE,APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit deutscher Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 8 GB RAM, 1 TB SSD, Iris Plus Graphics 640, Silber",2298286,0,2.5 GHz dual-core Intel Core i7 processor (Turbo Boost up to 4.0 GHz),macOS Sierra,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2859,-"
343,M_343,APPLE,APPLE MacBook Pro MR972D/A-140220 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 4 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR972D/A-140220 mit französischer Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 4 TB SSD, Radeon Pro 560X, Silber",2458688,0,2.6 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.3 GHz),Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"7 1 3 9 , -"
344,M_344,ACER,ACER Swift 3 (SF315-41G-R81H), Notebook mit 15.6 Zoll Display, Ryzen? 7 Prozessor, 8 GB RAM, 256 GB SSD, Radeon? RX 540, Stellar Blue (Unibody Aluminium),"ACER Swift 3 (SF315-41G-R81H), Notebook mit 15.6 Zoll Display, Ryzen? 7 Prozessor, 8 GB RAM, 256 GB SSD, Radeon? RX 540, Stellar Blue (Unibody Aluminium)",2372982,1,AMD Ryzen ? 7 2700U processor,Windows 10 Home (64 bit),39.62 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,AMD,Ryzen? 7,AMD,nein,null,null,null,"8 9 9 , -"
345,M_345,APPLE,APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey,"APPLE MacBook mit deutscher Tastatur, Notebook mit 12 Zoll Display, Core i5 Prozessor, 16 GB RAM, 512 GB Flash, HD Graphics 615, Space Grey",2295478,0,"1,3 GHz Intel Dual-Core Core i5 Prozessor (Turbo Boost bis zu 3,2 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i5,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"2039,-"
346,M_346,APPLE,APPLE MacBook Pro MR942D/A-140105 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor,null, 512 GB SSD, Radeon Pro 560X, Space Grau,"APPLE MacBook Pro MR942D/A-140105 mit US-Tastatur, Notebook mit 15.4 Zoll Display, Core i7 Prozessor, 512 GB SSD, Radeon Pro 560X, Space Grau",2458084,0,"2,6 GHz 6-Core Intel Core i7 Prozessor der 8. Generation (Turbo Boost bis zu 4,3 GHz)",Radeon Pro 560X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3299,-"
347,M_347,APPLE,APPLE MacBook Pro MR9V2D / A-139617 with German keyboard, notebook with 13.3 inch display, Core i5 processor,null, 1 TB SSD, IrisPlus Graphics 655, silver,"APPLE MacBook Pro MR9V2D / A-139617 with German keyboard, notebook with 13.3 inch display, Core i5 processor, 1 TB SSD, IrisPlus Graphics 655, silver",2458248,0,2.3 GHz quad-core Intel Core i5 processor of the 8th generation (Turbo Boost up to ...,IrisPlus Graphics 655,33.78 cm / 13.3 inches,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i5,Intel,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhörer Anschluss",802.11ac,5,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2 9 8 9 , -"
348,M_348,ASUS,ASUS ZenBook 13 (UX331UN), Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 512 GB SSD, GeForce MX150, Slate Grey,"ASUS ZenBook 13 (UX331UN), Notebook mit 13.3 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 512 GB SSD, GeForce MX150, Slate Grey",2359527,24,Intel® Core ? i7-8550U processor (up to 4.00 GHz with Intel® Turbo Boost technology ...,Windows 10 (64 bit),33.78 cm / 13.3 Zoll,1.920 x 1.080 Pixel,LPDDR3,Intel®,Core? i7,NVIDIA,"2x USB 3.0, 1x Kopfhörer/Mikrofon Kombianschluss, 1x HDMI, 1x USB 3.1 Typ-C Gen1",Intel® Dual Band Wireless-AC (2x2 AC),4.2,310 mm x 13.9 mm x 216 mm / 1.12 kg,"1 3 9 9 , -"
349,M_349,APPLE,APPLE MacBook mit US-Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Gold,"APPLE MacBook mit US-Tastatur, Notebook mit 12 Zoll Display, Core i7 Prozessor, 8 GB RAM, 256 GB Flash, HD Graphics 615, Gold",2295576,0,"1,4 GHz Intel Dual-Core Core i7 Prozessor (Turbo Boost bis zu 3,6 GHz)",macOS Sierra,30.5 cm / 12 Zoll,2.304 x 1.440 Pixel,LPDDR3,Intel,Core i7,Intel,"1x USB 3.1 (Typ-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,280.5 mm x 13.1 mm x 196.5 mm / 920 g,"1799,-"
350,M_350,APPLE,APPLE MacBook Pro MR962D/A-139893 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 256 GB SSD, Radeon Pro 555X, Silber,"APPLE MacBook Pro MR962D/A-139893 mit deutscher Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 256 GB SSD, Radeon Pro 555X, Silber",2458156,0,"2,9 GHz 6-Core Intel Core i9 Prozessor der 8. Generation (Turbo Boost bis zu 4,8 GHz)",Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3279,-"
351,M_351,APPLE,APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber,"APPLE MacBook Pro mit US-Tastatur, Notebook mit 13.3 Zoll Display, Core i7 Prozessor, 16 GB RAM, 128 GB SSD, Iris Plus Graphics 640, Silber",2298073,0,"2,5 GHz Dual-Core Intel Core i7 Prozessor (Turbo Boost bis zu 4,0 GHz)",macOS Sierra,33.78 cm / 13.3 Zoll,2.560 x 1.600 Pixel,LPDDR3,Intel,Core i7,Intel,"2x Thunderbolt 3 (USB-C), 1x 3.5 mm Klinke",802.11 a/b/g/n/ac,4.2,304.1 mm x 14.9 mm x 212.4 mm / 1.37 kg,"2099,-"
352,M_352,ASUS,ASUS GL502VS-GZ222T, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 256 GB SSD, GeForce GTX 1070, Schwarz,"ASUS GL502VS-GZ222T, Gaming Notebook mit 15.6 Zoll Display, Core? i7 Prozessor, 16 GB RAM, 1 TB HDD, 256 GB SSD, GeForce GTX 1070, Schwarz",2249466,2,Intel® Core ? i7-7700HQ processor (up to 3.80 GHz with Intel® Turbo Boost technology ...,Windows 10 Home (64 bit),39.6 cm / 15.6 inches,"1,920 x 1,080 pixels",DDR4,Intel®,Core ? i7,NVIDIA,"1x HDMI, 1x Kopfhörer/Mikrofon Kombianschluss, 3x USB 3.0, 1x USB 3.1 (Typ-C), 1x Mini-DP",Intel® Dual Band Wireless-AC (2x2 AC),4.1,null,"1 8 9 9 , -"
353,M_353,APPLE,APPLE MacBook Pro MR962D/A-140031 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor,null, 2 TB SSD, Radeon Pro 560X, Silber,"APPLE MacBook Pro MR962D/A-140031 mit britischer Tastatur, Notebook mit 15.4 Zoll Display, Core i9 Prozessor, 2 TB SSD, Radeon Pro 560X, Silber",2458540,0,2.9GHz 6-Core Intel Core i9 8th Generation Processor (Turbo Boost up to 4.8GHz),Radeon Pro 560X,39.11 cm / 15.4 inches,2.880 x 1.800 Pixel,DDR4,Intel,Core i9,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"5 5 5 9 , -"
354,M_354,HYRICAN,HYRICAN NOT01575, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 1 TB SSD, GeForce GTX 1070, Schwarz,"HYRICAN NOT01575, Gaming Notebook mit 17.3 Zoll Display, Core? i7 Prozessor, 32 GB RAM, 1 TB SSD, 1 TB SSD, GeForce GTX 1070, Schwarz",2373605,0,Intel® Core ? i7-7700HQ processor (up to 3.80 GHz with Intel® Turbo Boost technology ...,"SSD, 1 TB, M.2",43.9 cm / 17.3 Zoll,1.920 x 1.080 Pixel,DDR4,Intel®,Core? i7,NVIDIA,"4x USB3.1 (Gen1), 1x USB3.1 (Gen1, Type C), 2x MiniDisplayPort, 1x HDMI, 1x Kopfhörer, 1x Mikrofon, 1x 2-in-1 Audio Jack Line-out/S/PDIF opt.), 1x RJ45",Intel® Dual Band Wireless-AC (2x2 AC),4.2,419 mm x 25 mm x 288 mm / 3.0 kg,"2 2 4 9 , -"
355,M_355,APPLE,APPLE MacBook Pro MR962D / A-139999 with British keyboard, notebook with 15.4 inch display, Core i7 processor,null, 512 GB SSD, Radeon Pro 555X, silver,"APPLE MacBook Pro MR962D / A-139999 with British keyboard, notebook with 15.4 inch display, Core i7 processor, 512 GB SSD, Radeon Pro 555X, silver",2458336,0,2.2 GHz 6-Core Intel Core i7 processor of the 8th generation (Turbo Boost up to 4.1 GHz),Radeon Pro 555X,39.11 cm / 15.4 Zoll,2.880 x 1.800 Pixel,DDR4,Intel,Core i7,AMD,"4x Thunderbolt 3 (USB?C) für Aufladen, DisplayPort, Thunderbolt (bis zu 40 Gbit/s), USB 3.1 (2. Generation bis zu 10 Gbit/s), 1x 3.5 mm Kopfhöreranschluss",802.11ac,5,349.3 mm x 15.5 mm x 240.7 mm / 1.83 kg,"3 5 1 9 , -"
